order_id,order_date,customer_id,sku,product,category,quantity,unit_price,discount_percent,country,channel
ORD-101218,2025-11-17 14:14,C00001,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,Pakistan,retail
ORD-100999,2026-03-28 18:14,,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",5,UK,marketplace
ORD-105598,2026-08-29 14:14,C00038,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,PK,retail
ORD-105485,2025-12-28 08:14,C00017,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Kingdom,marketplace
ORD-101421,2025-10-31 11:14,C00416,SKU-1005,24 inch monitor,Displays,-2,"Rs 32,900",0,PK,marketplace
ORD-101091,2025-10-24 10:14,C00044,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",10,United Arab Emirates,marketplace
ORD-100087,2026-04-04 16:14,C00054,SKU-1002,Wireless mouse,Peripherals,-1,"Rs 2,600",0,UK,Website
ORD-105571,2026-01-31 07:14,C00087,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,UK,website
ORD-100820,2025-10-01 16:14,C00018,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",0,UK,website
ORD-102529,2025-08-02 12:14,C00050,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Arab Emirates,retail
ORD-101700,2026-04-07 09:14,C00039,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,United Arab Emirates,marketplace
ORD-104413,2025-05-25 15:14,C00434,SKU-1006,Laptop stand,Accessories,2,"Rs 4,200",0,United Kingdom,retail
ORD-103639,2025-04-13 19:14,C00598,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Pakistan,marketplace
ORD-100269,2025-06-15 14:14,C00171,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,pakistan,Website
ORD-103255,2025-03-28 18:14,C00158,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,Pakistan,marketplace
ORD-103171,2025-07-31 10:14,C00004,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Arab Emirates,marketplace
ORD-102235,2025-12-29 20:14,C00039,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Saudi Arabia,retail
ORD-100873,2026-03-25 08:14,C00052,SKU-1003,USB-C cable 2m,Cables,-1,Rs 850,0,PK,Website
ORD-100640,2025-05-19 11:14,C00433,SKU-1010,65W GaN charger,Power,-1,"Rs 3,900",0,UAE,marketplace
ORD-101461,2025-06-16 07:14,C00337,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,marketplace
ORD-101632,2026-04-05 18:14,C00792,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",10,UK,website
ORD-101201,2026-03-06 15:14,C00620,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,Pakistan,Website
ORD-103054,2026-04-12 14:14,C00058,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",10,UAE,website
ORD-102900,2026-03-21 15:14,C00341,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,PK,website
ORD-103279,2025-11-02 19:14,,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,United Arab Emirates,marketplace
ORD-105094,2026-04-01 15:14,C00058,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,Saudi Arabia,retail
ORD-101948,2025-12-21 13:14,C00478,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,pakistan,Website
ORD-101333,2025-08-18 10:14,C00707,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Pakistan,marketplace
ORD-100564,2026-08-28 20:14,C00350,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,10,Pakistan,marketplace
ORD-103766,2025-09-01 20:14,C00522,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",5,Saudi Arabia,retail
ORD-100158,2026-06-24 20:14,C00383,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,UK,Website
ORD-103608,2025-05-16 15:14,C00059,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Kingdom,retail
ORD-105194,2025-09-01 13:14,C00879,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,United Arab Emirates,website
ORD-104559,2026-03-17 10:14,C00775,SKU-1001,Mechanical keyboard,Peripherals,2,"Rs 9,800",10,United Arab Emirates,marketplace
ORD-101517,2026-07-01 14:14,C00767,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",5,pakistan,retail
ORD-102284,2025-07-20 18:14,C00717,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,United Arab Emirates,Website
ORD-104890,2026-09-05 19:14,C00490,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",10,United Arab Emirates,website
ORD-102768,2025-07-04 16:14,C00836,SKU-1005,24 inch monitor,Displays,3,"Rs 32,900",0,Pakistan,retail
ORD-100857,2025-08-14 14:14,C00878,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,UAE,website
ORD-100014,2026-06-29 09:14,C00338,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",10,PK,marketplace
ORD-102794,2025-06-04 14:14,C00013,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,pakistan,website
ORD-101244,2026-05-17 17:14,C00753,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Kingdom,marketplace
ORD-105771,2025-12-11 10:14,C00525,SKU-1004,HDMI cable 1.5m,Cables,2,"Rs 1,300",0,UAE,Website
ORD-104982,2026-02-05 15:14,C00593,SKU-1003,USB-C cable 2m,Cables,2,Rs 850,0,United Arab Emirates,retail
ORD-104033,2025-04-15 08:14,C00029,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",20,PK,website
ORD-101522,2025-04-01 19:14,C00361,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,UK,marketplace
ORD-105753,2025-09-18 14:14,C00658,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,UK,retail
ORD-103295,23/10/2025,C00534,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,United Kingdom,website
ORD-103530,2025-11-25 10:14,C00013,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,United Kingdom,website
ORD-104440,2025-08-27 11:14,C00529,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,UAE,retail
ORD-104543,2026-07-21 15:14,C00047,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Saudi Arabia,Website
ORD-105327,2026-01-10 11:14,C00013,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,Pakistan,website
ORD-100286,2025-05-16 13:14,C00296,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,United Kingdom,retail
ORD-101426,2026-02-18 14:14,C00861,SKU-1010,65W GaN charger,Power,3,"Rs 3,900",0,UAE,website
ORD-101458,2026-06-30 19:14,C00699,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,UK,marketplace
ORD-102853,2025-09-22 11:14,C00010,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,pakistan,marketplace
ORD-102116,2026-07-07 18:14,C00222,SKU-1006,Laptop stand,Accessories,-1,"Rs 4,200",0,United Kingdom,website
ORD-102079,2025-06-13 13:14,C00180,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",10,pakistan,Website
ORD-103939,2026-07-29 11:14,C00043,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,UAE,website
ORD-104923,2026-04-06 10:14,C00722,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,UK,marketplace
ORD-102304,2026-02-02 17:14,C00242,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,United Arab Emirates,retail
ORD-101472,2026-06-09 09:14,C00886,SKU-1001,Mechanical keyboard,Peripherals,5,"Rs 9,800",0,pakistan,Website
ORD-104444,2025-05-30 16:14,C00018,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,Pakistan,retail
ORD-101303,2025-06-17 18:14,,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,pakistan,marketplace
ORD-103119,2026-08-29 18:14,C00647,SKU-1002,Wireless mouse,Peripherals,-1,"Rs 2,600",0,United Kingdom,Website
ORD-104466,2026-01-24 07:14,C00889,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",5,pakistan,Website
ORD-103043,2026-06-23 16:14,C00004,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,pakistan,marketplace
ORD-104861,2025-10-12 15:14,C00300,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",20,United Kingdom,website
ORD-102551,2025-09-28 20:14,C00030,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,Pakistan,Website
ORD-100940,2025-05-22 10:14,C00052,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,PK,website
ORD-101649,2026-06-28 11:14,C00040,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",5,United Arab Emirates,retail
ORD-105174,2025-09-12 20:14,C00472,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Saudi Arabia,retail
ORD-100395,2025-09-10 20:14,C00121,SKU-1009,Webcam 1080p,Video,-2,"Rs 5,400",0,pakistan,Website
ORD-102936,2025-08-14 07:14,C00295,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",5,UK,Website
ORD-103175,2025-09-29 08:14,C00625,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,United Arab Emirates,Website
ORD-101041,2026-04-16 20:14,C00033,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,UAE,marketplace
ORD-104402,2026-01-18 17:14,C00015,SKU-1008,1TB portable SSD,Storage,3,"Rs 13,500",10,UAE,Website
ORD-105634,2026-07-13 09:14,C00656,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,PK,Website
ORD-104727,2025-05-03 08:14,C00042,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,pakistan,retail
ORD-101298,2026-08-26 10:14,C00723,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",10,UAE,website
ORD-100541,2026-07-26 18:14,C00097,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,UAE,marketplace
ORD-102380,2025-06-10 19:14,C00762,SKU-1010,65W GaN charger,Power,1,,0,UK,retail
ORD-105037,2026-04-18 17:14,C00008,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,Pakistan,marketplace
ORD-105765,2025-03-22 08:14,C00792,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UK,retail
ORD-104715,2025-10-03 07:14,C00464,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,pakistan,retail
ORD-100256,2026-05-22 11:14,C00288,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,UK,retail
ORD-105595,2026-05-13 11:14,C00592,SKU-1001,Mechanical keyboard,Peripherals,2,"Rs 9,800",0,pakistan,website
ORD-103417,2025-09-15 07:14,C00047,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,Saudi Arabia,website
ORD-104825,2025-05-27 16:14,C00039,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,UK,website
ORD-102625,2026-05-03 15:14,C00143,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,Pakistan,marketplace
ORD-100670,2026-02-05 16:14,C00030,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,pakistan,website
ORD-103781,2026-01-05 12:14,C00057,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",5,Saudi Arabia,marketplace
ORD-103691,2026-06-06 08:14,C00046,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,UK,Website
ORD-101279,2026-05-28 20:14,C00309,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,10,pakistan,marketplace
ORD-105244,2026-07-08 17:14,C00401,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",10,United Arab Emirates,website
ORD-101263,2025-08-15 16:14,C00303,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,pakistan,retail
ORD-104953,2026-02-11 18:14,C00445,SKU-1010,65W GaN charger,Power,2,"Rs 3,900",10,pakistan,website
ORD-100605,2026-08-23 16:14,C00451,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",10,Saudi Arabia,retail
ORD-101728,2026-02-23 12:14,C00618,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,United Arab Emirates,marketplace
ORD-100390,2025-10-02 14:14,C00721,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Arab Emirates,Website
ORD-103959,2025-07-22 11:14,C00300,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",5,United Arab Emirates,marketplace
ORD-105351,2026-08-01 13:14,C00774,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,United Arab Emirates,marketplace
ORD-100035,2025-08-08 13:14,C00595,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,PK,website
ORD-103487,2026-03-19 16:14,C00121,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,retail
ORD-100806,2026-04-15 11:14,C00392,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,5,UAE,marketplace
ORD-102222,2025-10-08 16:14,C00585,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,Pakistan,marketplace
ORD-103294,2025-09-16 09:14,C00242,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Arab Emirates,retail
ORD-104035,2025-07-24 17:14,C00040,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",0,United Kingdom,website
ORD-100603,2026-07-22 19:14,C00258,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,Website
ORD-101125,2025-07-28 15:14,C00009,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UAE,website
ORD-105322,2026-06-12 07:14,C00160,SKU-1004,HDMI cable 1.5m,Cables,3,"Rs 1,300",5,Saudi Arabia,Website
ORD-103395,2025-10-22 09:14,C00117,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",5,PK,website
ORD-102904,2025-12-12 17:14,C00409,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,PK,retail
ORD-102611,2026-04-18 10:14,C00571,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,UAE,retail
ORD-103209,2025-08-20 08:14,C00206,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",5,PK,Website
ORD-105273,2025-07-30 15:14,C00005,SKU-1004,HDMI cable 1.5m,Cables,2,"Rs 1,300",0,Saudi Arabia,website
ORD-101114,2025-04-04 11:14,C00257,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,United Arab Emirates,marketplace
ORD-100214,2026-02-04 11:14,C00054,SKU-1002,Wireless mouse,Peripherals,-3,"Rs 2,600",0,United Kingdom,marketplace
ORD-101097,2025-05-15 11:14,C00534,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,UK,retail
ORD-102271,11/06/2025,C00037,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,Pakistan,retail
ORD-102127,2026-01-15 09:14,C00254,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",20,United Kingdom,retail
ORD-103994,2025-12-30 16:14,C00667,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,10,pakistan,website
ORD-100195,04/09/2025,C00009,SKU-1007,Noise cancelling headset,Audio,2,"Rs 6,900",0,UK,retail
ORD-100063,2026-08-28 19:14,C00014,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",5,UK,marketplace
ORD-101439,2025-12-18 08:14,C00605,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,pakistan,marketplace
ORD-101709,2025-07-26 19:14,C00228,SKU-1007,Noise cancelling headset,Audio,2,"Rs 6,900",0,United Kingdom,website
ORD-101718,2026-09-06 08:14,C00004,SKU-1009,Webcam 1080p,Video,3,"Rs 5,400",0,UAE,marketplace
ORD-103547,2026-07-26 13:14,C00445,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,PK,marketplace
ORD-105367,2026-03-15 10:14,C00011,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Arab Emirates,marketplace
ORD-105620,2025-11-23 09:14,C00387,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,United Kingdom,website
ORD-105930,2025-07-20 14:14,C00048,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Arab Emirates,marketplace
ORD-100141,2025-09-06 10:14,C00772,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,PK,website
ORD-101378,2025-06-26 09:14,C00174,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,pakistan,retail
ORD-105986,2025-12-15 08:14,C00054,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,United Arab Emirates,Website
ORD-102915,24/04/2026,C00043,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Saudi Arabia,marketplace
ORD-104830,2026-08-28 18:14,C00034,SKU-1006,Laptop stand,Accessories,3,"Rs 4,200",5,Saudi Arabia,website
ORD-104442,2025-04-23 20:14,C00214,SKU-1007,Noise cancelling headset,Audio,5,"Rs 6,900",0,Pakistan,retail
ORD-103693,2025-07-28 16:14,C00553,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,UAE,retail
ORD-101623,2025-07-28 11:14,C00352,SKU-1005,24 inch monitor,Displays,3,"Rs 32,900",5,Saudi Arabia,Website
ORD-105175,2025-06-19 18:14,C00394,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,pakistan,marketplace
ORD-101167,2026-07-03 12:14,,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",0,pakistan,Website
ORD-100175,2025-10-21 11:14,C00298,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,UAE,retail
ORD-104610,2025-10-06 17:14,C00376,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,United Kingdom,Website
ORD-102605,2026-02-14 20:14,C00340,SKU-1007,Noise cancelling headset,Audio,2,"Rs 6,900",5,United Kingdom,website
ORD-102702,2025-09-11 07:14,C00581,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,pakistan,Website
ORD-104496,2026-08-23 09:14,C00218,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,United Kingdom,marketplace
ORD-104430,2026-06-26 11:14,C00894,SKU-1001,Mechanical keyboard,Peripherals,2,"Rs 9,800",0,UAE,retail
ORD-103727,2025-04-26 10:14,C00111,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Arab Emirates,retail
ORD-103641,2026-05-21 07:14,C00415,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",10,Pakistan,Website
ORD-102092,2026-05-03 08:14,C00050,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",5,UK,retail
ORD-103786,2025-10-17 07:14,C00033,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UK,Website
ORD-104626,2025-07-14 10:14,C00356,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,PK,website
ORD-105312,2025-06-13 14:14,C00356,SKU-1001,Mechanical keyboard,Peripherals,3,"Rs 9,800",0,UAE,marketplace
ORD-102285,2026-06-13 08:14,,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,PK,retail
ORD-100484,2026-07-05 19:14,C00374,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Kingdom,retail
ORD-104376,2026-06-26 15:14,C00298,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",10,Pakistan,Website
ORD-105029,2025-05-18 19:14,C00047,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,Pakistan,retail
ORD-101909,2025-09-06 10:14,C00548,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,PK,marketplace
ORD-102165,2026-01-04 13:14,C00035,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,UK,marketplace
ORD-102274,2025-12-02 15:14,C00031,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",0,United Arab Emirates,website
ORD-100769,2025-12-15 07:14,,SKU-1001,Mechanical keyboard,Peripherals,5,"Rs 9,800",10,pakistan,retail
ORD-102781,2025-06-10 19:14,C00024,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,pakistan,Website
ORD-100701,2025-10-19 19:14,C00633,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",5,pakistan,Website
ORD-105567,2026-02-19 07:14,C00485,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,Pakistan,retail
ORD-102726,2025-09-09 13:14,C00055,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,United Kingdom,Website
ORD-105341,2025-09-20 20:14,C00565,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,5,United Arab Emirates,retail
ORD-104428,2025-06-17 14:14,C00005,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,PK,Website
ORD-100218,13/02/2026,C00883,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,United Arab Emirates,Website
ORD-105845,2025-08-30 08:14,C00092,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,pakistan,website
ORD-103568,2026-06-16 12:14,C00052,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",5,United Arab Emirates,retail
ORD-105126,2025-09-08 15:14,C00131,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,PK,marketplace
ORD-100755,2026-04-18 14:14,C00003,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,United Arab Emirates,retail
ORD-100025,2025-04-05 16:14,C00003,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,pakistan,website
ORD-102243,2025-12-18 15:14,C00584,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,pakistan,Website
ORD-105268,2026-07-23 17:14,C00160,SKU-1010,65W GaN charger,Power,2,"Rs 3,900",0,Pakistan,marketplace
ORD-101562,01/05/2026,C00528,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,Saudi Arabia,Website
ORD-102071,2025-11-12 16:14,C00034,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",5,UAE,retail
ORD-101365,2025-09-02 17:14,C00051,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,UK,Website
ORD-100475,2026-03-16 19:14,C00841,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",0,United Kingdom,marketplace
ORD-100677,2025-12-01 09:14,C00618,SKU-1006,Laptop stand,Accessories,2,"Rs 4,200",0,UK,Website
ORD-104688,2025-10-13 15:14,C00094,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",5,UAE,marketplace
ORD-105696,2025-11-12 07:14,C00498,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",20,UAE,marketplace
ORD-101526,2025-04-28 18:14,C00022,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Arab Emirates,Website
ORD-103580,2026-08-04 10:14,C00054,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",20,pakistan,website
ORD-101679,2025-07-28 07:14,C00033,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,UAE,Website
ORD-100151,2025-06-05 15:14,C00354,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,UK,website
ORD-105230,2026-02-04 19:14,C00182,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,PK,retail
ORD-103751,2026-06-18 16:14,C00278,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",5,Saudi Arabia,website
ORD-103674,2025-12-08 17:14,C00043,SKU-1004,HDMI cable 1.5m,Cables,2,"Rs 1,300",0,Pakistan,retail
ORD-102579,2026-09-05 09:14,C00857,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,10,PK,website
ORD-101425,2026-02-23 08:14,C00288,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,UAE,Website
ORD-105857,2026-06-23 14:14,C00047,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,pakistan,marketplace
ORD-104906,2026-06-18 17:14,C00007,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,UK,retail
ORD-103348,2025-04-29 12:14,C00263,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,PK,marketplace
ORD-101035,2025-04-18 17:14,C00042,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,pakistan,website
ORD-101168,2026-07-14 10:14,,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,UK,Website
ORD-104678,2026-03-16 20:14,,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,United Arab Emirates,retail
ORD-103264,2026-09-07 19:14,C00627,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",10,pakistan,retail
ORD-102882,2026-03-16 16:14,C00303,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UAE,marketplace
ORD-101334,2025-07-04 15:14,C00278,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,Saudi Arabia,marketplace
ORD-102448,2026-01-02 10:14,C00010,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,PK,Website
ORD-105093,2026-07-16 18:14,C00770,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,PK,website
ORD-101090,2026-02-11 15:14,C00054,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,pakistan,retail
ORD-105434,2025-11-30 20:14,C00423,SKU-1007,Noise cancelling headset,Audio,2,"Rs 6,900",0,UK,Website
ORD-102594,2026-06-28 13:14,C00369,SKU-1006,Laptop stand,Accessories,3,"Rs 4,200",0,Pakistan,Website
ORD-104987,2026-01-29 20:14,C00161,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,United Kingdom,marketplace
ORD-103252,2025-06-07 15:14,C00003,SKU-1006,Laptop stand,Accessories,3,"Rs 4,200",0,UK,retail
ORD-103366,08/05/2026,C00064,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",5,UK,marketplace
ORD-101049,2026-05-13 08:14,C00012,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,retail
ORD-102952,2026-04-14 13:14,C00831,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,5,PK,retail
ORD-103862,2026-07-20 15:14,C00042,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,PK,Website
ORD-100263,2026-01-24 10:14,C00010,SKU-1010,65W GaN charger,Power,2,"Rs 3,900",0,pakistan,retail
ORD-100036,2025-07-18 14:14,C00445,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",5,pakistan,marketplace
ORD-101346,2026-03-14 15:14,C00029,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",5,Pakistan,marketplace
ORD-105628,2025-08-10 08:14,C00047,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Kingdom,Website
ORD-104925,2025-12-23 10:14,C00047,SKU-1010,65W GaN charger,Power,3,"Rs 3,900",0,UK,marketplace
ORD-101667,2026-04-08 10:14,C00011,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,Saudi Arabia,marketplace
ORD-102617,2026-03-18 14:14,C00338,SKU-1003,USB-C cable 2m,Cables,2,Rs 850,0,Saudi Arabia,Website
